entrepreneur,primary,less,yes,feb,not,low,no,no
self-employed,tertiary,middle,no,nov,not,low,no,no
technician,tertiary,enough,no,may,rarely,low,no,no
technician,secondary,enough,no,aug,rarely,low,no,no
technician,secondary,enough,no,aug,rarely,low,no,no
technician,tertiary,middle,no,jun,not,low,yes,yes
blue-collar,secondary,middle,no,jul,rarely,low,no,no
admin,secondary,rich,no,jul,rarely,low,no,no
management,secondary,enough,yes,feb,not,low,no,no
self-employed,tertiary,middle,no,nov,not,low,no,no
retired,secondary,enough,yes,may,not,low,no,no
technician,secondary,middle,yes,may,not,low,no,no
blue-collar,primary,less,yes,jul,rarely,low,no,no
retired,secondary,enough,no,oct,not,low,no,yes
management,tertiary,rich,no,aug,rarely,low,no,yes
services,secondary,middle,no,jul,rarely,low,no,no
admin,secondary,rich,no,oct,not,low,no,yes
blue-collar,secondary,enough,no,may,not,half,no,no
services,secondary,enough,no,jan,not,low,no,no
technician,secondary,enough,no,jul,rarely,low,no,no
management,secondary,less,yes,jul,rarely,low,no,no
technician,tertiary,enough,no,nov,rarely,low,no,no
management,tertiary,less,no,jul,rarely,half,yes,yes
entrepreneur,tertiary,enough,no,may,not,low,no,yes
management,tertiary,rich,no,may,rarely,low,no,no
services,tertiary,enough,no,jun,rarely,low,no,yes
retired,secondary,enough,no,may,not,low,no,no
management,tertiary,rich,no,aug,rarely,low,no,yes
blue-collar,secondary,enough,no,may,rarely,low,no,no
technician,secondary,middle,yes,aug,rarely,low,no,no
blue-collar,primary,enough,no,feb,not,low,no,no
unemployed,secondary,enough,no,nov,rarely,low,no,no
admin,secondary,enough,no,jul,not,low,yes,no
retired,primary,enough,no,aug,rarely,low,no,yes
admin,secondary,enough,yes,may,not,low,no,no
services,secondary,middle,no,jul,rarely,half,yes,yes
management,tertiary,middle,no,jun,not,low,yes,yes
blue-collar,primary,middle,no,may,rarely,low,no,no
technician,secondary,middle,yes,jul,rarely,low,no,no
blue-collar,primary,enough,no,may,rarely,low,no,no
admin,secondary,enough,no,apr,not,low,no,yes
blue-collar,secondary,middle,no,may,rarely,low,no,no
blue-collar,primary,enough,no,nov,rarely,low,no,no
blue-collar,primary,enough,no,jun,rarely,low,no,no
services,secondary,less,no,may,not,low,yes,no
management,tertiary,rich,no,aug,rarely,low,no,yes
blue-collar,secondary,rich,no,aug,rarely,low,no,no
unknown,tertiary,middle,no,jul,rarely,low,no,no
admin,tertiary,rich,no,may,rarely,low,no,no
admin,tertiary,enough,no,oct,not,high,no,no
blue-collar,secondary,rich,no,feb,not,low,no,no
unemployed,primary,enough,no,feb,not,low,yes,no
blue-collar,secondary,less,no,may,not,low,no,no
management,tertiary,enough,no,may,not,high,no,no
technician,secondary,rich,no,nov,rarely,low,no,no
services,primary,rich,no,may,rarely,low,no,no
management,secondary,middle,no,aug,not,low,no,yes
management,tertiary,middle,no,apr,rarely,half,no,yes
blue-collar,secondary,enough,yes,jun,rarely,low,no,no
self-employed,tertiary,enough,no,feb,rarely,low,no,no
unemployed,primary,rich,no,apr,not,low,yes,yes
housemaid,primary,less,no,jul,rarely,low,no,no
student,secondary,midd,no,jun,rarely,half,yes
management,tertiary,middle,no,jul,rarely,low,no,yes
self-employed,secondary,enough,yes,jul,rarely,low,no,no
blue-collar,secondary,enough,no,jan,rarely,low,no,no
student,secondary,enough,no,aug,rarely,low,yes,no
technician,secondary,middle,yes,nov,rarely,low,yes,no
services,secondary,middle,no,may,rarely,low,no,no
admin,secondary,rich,yes,aug,not,low,no,no
blue-collar,primary,enough,no,aug,not,low,no,no
management,tertiary,enough,no,jun,rarely,low,no,yes
admin,secondary,middle,no,jul,not,low,no,no
blue-collar,primary,enough,no,aug,rarely,low,no,no
technician,secondary,rich,no,may,not,low,no,no
blue-collar,secondary,less,yes,jul,rarely,low,no,no
management,tertiary,less,no,may,rarely,half,no,yes
self-employed,tertiary,enough,no,aug,rarely,low,yes,no
unemployed,secondary,enough,no,sep,not,low,no,no
technician,secondary,middle,yes,jul,rarely,low,no,no
blue-collar,secondary,enough,no,feb,not,half,no,yes
retired,tertiary,rich,no,apr,not,low,yes,yes
blue-collar,primary,enough,no,nov,rarely,low,no,no
blue-collar,primary,less,no,may,not,low,no,no
blue-collar,secondary,middle,no,apr,not,low,no
admin,unknown,less,no,may,not,half,no,no
technician,secondary,middle,no,may,rarely,low,no,no
management,tertiary,less,no,aug,rarely,low,no,yes
admin,secondary,enough,yes,may,not,half,no,no
management,tertiary,less,no,feb,not,low,no,no
management,tertiary,less,no,feb,not,low,yes,no
management,unknown,rich,no,jun,rarely,low,no,no
management,tertiary,middle,no,aug,rarely,low,no,yes
management,tertiary,less,no,jul,rarely,low,no,yes
services,unknown,middle,no,may,not,low,no,no
management,tertiary,middle,no,nov,rarely,low,no,no
admin,secondary,enough,yes,may,rarely,low,no,no
management,tertiary,enough,yes,aug,rarely,low,no,yes
retired,primary,middle,yes,jun,rarely,low,no,yes
technician,secondary,middle,no,jul,rarely,low,no,no
admin,secondary,enough,no,jan,rarely,low,no,no
technician,unknown,enough,no,may,rarely,low,no,no
management,unknown,rich,no,jun,rarely,low,no,no
management,tertiary,enough,no,feb,rarely,low,no,no
management,tertiary,middle,no,aug,rarely,low,no,yes
blue-collar,primary,enough,yes,jul,rarely,low,no,no
retired,primary,rich,no,feb,rarely,half,no,yes
blue-collar,primary,enough,no,aug,rarely,low,no,no
blue-collar,secondary,middle,yes,may,rarely,low,no,no
management,tertiary,enough,yes,jul,rarely,low,no,no
unemployed,secondary,enough,no,aug,rarely,low,no,no
technician,tertiary,rich,no,jul,rarely,low,no,no
blue-collar,secondary,enough,yes,jul,rarely,low,yes,no
housemaid,secondary,enough,yes,jul,not,low,no,no
technician,secondary,less,no,aug,rarely,low,no,no
technician,tertiary,rich,no,feb,rarely,low,no,no
entrepreneur,tertiary,middle,yes,jul,rarely,low,no,yes
technician,tertiary,middle,no,aug,not,half,no,yes
self-employed,secondary,middle,yes,may,not,low,no,no
student,secondary,middle,no,may,not,low,no,no
technician,tertiary,less,yes,jul,rarely,low,no,no
admin,secondary,middle,no,jul,rarely,low,no,no
services,secondary,middle,no,jul,rarely,low,no,no
services,secondary,less,no,jun,not,half,no,yes
blue-collar,secondary,enough,yes,may,not,low,yes,no
management,secondary,rich,no,jun,rarely,low,no,yes
self-employed,secondary,middle,no,nov,rarely,low,no,no
blue-collar,tertiary,less,no,jul,rarely,low,no,no
technician,secondary,enough,no,may,not,low,no,no
housemaid,tertiary,rich,no,aug,rarely,low,no,yes
technician,tertiary,less,no,aug,rarely,low,no,no
blue-collar,primary,rich,no,nov,rarely,low,no,no
blue-collar,primary,enough,no,may,not,low,no,no
self-employed,tertiary,middle,no,may,rarely,low,no,no
blue-collar,secondary,middle,no,apr,not,low,no,yes
blue-collar,secondary,rich,no,jun,not,low,no,yes
admin,secondary,enough,no,may,rarely,low,no,no
student,secondary,enough,no,jun,rarely,low,no,no
technician,tertiary,middle,no,may,not,low,no,no
admin,secondary,middle,no,jun,rarely,low,no,no
self-employed,secondary,less,no,may,rarely,low,no,no
management,tertiary,enough,no,jul,rarely,low,no,yes
admin,tertiary,enough,yes,aug,rarely,half,yes,yes
blue-collar,primary,rich,no,aug,rarely,low,yes,yes
blue-collar,secondary,enough,no,may,rarely,low,no,no
services,secondary,rich,no,aug,rarely,low,no,no
technician,secondary,less,yes,jul,rarely,low,no,no
management,tertiary,rich,no,aug,rarely,low,no,yes
entrepreneur,unknown,less,no,jul,rarely,low,yes,no
management,tertiary,enough,no,jan,not,low,no,no
blue-collar,primary,less,no,may,not,low,yes,no
entrepreneur,secondary,middle,yes,jul,always,low,yes,yes
blue-collar,secondary,middle,no,apr,rarely,low,yes,yes
technician,secondary,enough,no,aug,rarely,low,no,no
technician,secondary,enough,no,aug,rarely,low,no,no
technician,tertiary,middle,no,jun,not,low,yes,yes
blue-collar,secondary,middle,no,jul,rarely,low,no,no
admin,secondary,rich,no,jul,rarely,low,no,no
management,secondary,enough,yes,feb,not,low,no,no
self-employed,tertiary,middle,no,nov,not,low,no,no
retired,secondary,enough,yes,may,not,low,no,no
technician,secondary,middle,yes,may,not,low,no,no
blue-collar,primary,less,yes,jul,rarely,low,no,no
retired,secondary,enough,no,oct,not,low,no,yes
management,tertiary,rich,no,aug,rarely,low,no,yes
services,secondary,middle,no,jul,rarely,low,no,no
admin,secondary,rich,no,oct,not,low,no,yes
blue-collar,secondary,enough,no,may,not,half,no,no
services,secondary,enough,no,jan,not,low,no,no
technician,secondary,enough,no,jul,rarely,low,no,no
management,secondary,less,yes,jul,rarely,low,no,no
technician,tertiary,enough,no,nov,rarely,low,no,no
management,tertiary,less,no,jul,rarely,half,yes,yes
entrepreneur,tertiary,enough,no,may,not,low,no,yes
management,tertiary,rich,no,may,rarely,low,no,no
services,tertiary,enough,no,jun,rarely,low,no,yes
retired,secondary,enough,no,may,not,low,no,no
management,tertiary,rich,no,aug,rarely,low,no,yes
blue-collar,secondary,enough,no,may,rarely,low,no,no
technician,secondary,middle,yes,aug,rarely,low,no,no
blue-collar,primary,enough,no,feb,not,low,no,no
unemployed,secondary,enough,no,nov,rarely,low,no,no
admin,secondary,enough,no,jul,not,low,yes,no
retired,primary,enough,no,aug,rarely,low,no,yes
admin,secondary,enough,yes,may,not,low,no,no
services,secondary,middle,no,jul,rarely,half,yes,yes
management,tertiary,middle,no,jun,not,low,yes,yes
blue-collar,primary,middle,no,may,rarely,low,no,no
technician,secondary,middle,yes,jul,rarely,low,no,no
blue-collar,primary,enough,no,may,rarely,low,no,no
admin,secondary,enough,no,apr,not,low,no,yes
blue-collar,secondary,middle,no,may,rarely,low,no,no
blue-collar,primary,enough,no,nov,rarely,low,no,no
blue-collar,primary,enough,no,jun,rarely,low,no,no
services,secondary,less,no,may,not,low,yes,no
management,tertiary,rich,no,aug,rarely,low,no,yes
blue-collar,secondary,rich,no,aug,rarely,low,no,no
unknown,tertiary,middle,no,jul,rarely,low,no,no
admin,tertiary,rich,no,may,rarely,low,no,no
admin,tertiary,enough,no,oct,not,high,no,no
blue-collar,secondary,rich,no,feb,not,low,no,no
unemployed,primary,enough,no,feb,not,low,yes,no
blue-collar,secondary,less,no,may,not,low,no,no
management,tertiary,enough,no,may,not,high,no,no
technician,secondary,rich,no,nov,rarely,low,no,no
services,primary,rich,no,may,rarely,low,no,no
management,secondary,middle,no,aug,not,low,no,yes
management,tertiary,middle,no,apr,rarely,half,no,yes
blue-collar,secondary,enough,yes,jun,rarely,low,no,no
self-employed,tertiary,enough,no,feb,rarely,low,no,no
unemployed,primary,rich,no,apr,not,low,yes,yes
housemaid,primary,less,no,jul,rarely,low,no,no
student,secondary,midd,no,jun,rarely,half,yes
management,tertiary,middle,no,jul,rarely,low,no,yes
self-employed,secondary,enough,yes,jul,rarely,low,no,no
blue-collar,secondary,enough,no,jan,rarely,low,no,no
student,secondary,enough,no,aug,rarely,low,yes,no
technician,secondary,middle,yes,nov,rarely,low,yes,no
services,secondary,middle,no,may,rarely,low,no,no
admin,secondary,rich,yes,aug,not,low,no,no
blue-collar,primary,enough,no,aug,not,low,no,no
management,tertiary,enough,no,jun,rarely,low,no,yes
admin,secondary,middle,no,jul,not,low,no,no
blue-collar,primary,enough,no,aug,rarely,low,no,no
technician,secondary,rich,no,may,not,low,no,no
blue-collar,secondary,less,yes,jul,rarely,low,no,no
management,tertiary,less,no,may,rarely,half,no,yes
self-employed,tertiary,enough,no,aug,rarely,low,yes,no
unemployed,secondary,enough,no,sep,not,low,no,no
technician,secondary,middle,yes,jul,rarely,low,no,no
blue-collar,secondary,enough,no,feb,not,half,no,yes
retired,tertiary,rich,no,apr,not,low,yes,yes
blue-collar,primary,enough,no,nov,rarely,low,no,no
blue-collar,primary,less,no,may,not,low,no,no
management,tertiary,enough,no,may,not,low,no,no
admin,unknown,less,no,may,not,half,no,no
technician,secondary,middle,no,may,rarely,low,no,no
management,tertiary,less,no,aug,rarely,low,no,yes
admin,secondary,enough,yes,may,not,half,no,no
management,tertiary,less,no,feb,not,low,no,no
management,tertiary,less,no,feb,not,low,yes,no
management,unknown,rich,no,jun,rarely,low,no,no
management,tertiary,middle,no,aug,rarely,low,no,yes
management,tertiary,less,no,jul,rarely,low,no,yes
services,unknown,middle,no,may,not,low,no,no
management,tertiary,middle,no,nov,rarely,low,no,no
admin,secondary,enough,yes,may,rarely,low,no,no
management,tertiary,enough,yes,aug,rarely,low,no,yes
retired,primary,middle,yes,jun,rarely,low,no,yes
technician,secondary,middle,no,jul,rarely,low,no,no
admin,secondary,enough,no,jan,rarely,low,no,no
technician,unknown,enough,no,may,rarely,low,no,no
management,unknown,rich,no,jun,rarely,low,no,no
